Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,2788.372916063433
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,Medium,Tier 3,Grocery Store,1666.7085158067903
FDG52,13.65,Low Fat,0.065732883,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,1933.5373798766927
DRF36,16.1,Low Fat,0.023625114,Soft Drinks,189.3846,OUT045,2002,Medium,Tier 2,Supermarket Type1,2697.213319072977
FDS45,12.857645184135976,Regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,1880.7694627458436
FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,Medium,Tier 3,Grocery Store,1752.4534097523776
DRK12,9.5,Low Fat,0.041878397,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,1844.6820423554534
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,2985.700510214448
FDL58,5.78,Regular,0.0,Snack Foods,263.7568,OUT017,2007,Medium,Tier 2,Supermarket Type1,3012.904141079456
NCD30,19.7,Low Fat,0.026903714,Household,96.0726,OUT045,2002,Medium,Tier 2,Supermarket Type1,2276.0224431044635
NCZ54,14.65,Low Fat,0.0,Household,161.5552,OUT010,1998,Medium,Tier 3,Grocery Store,2129.054460428772
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,Medium,Tier 3,Grocery Store,1902.4531821394614
FDR44,6.11,Regular,0.0,Fruits and Vegetables,131.2968,OUT010,1998,Medium,Tier 3,Grocery Store,1855.7579828369942
FDP28,13.65,Regular,0.134975628,Frozen Foods,260.0936,OUT010,1998,Medium,Tier 3,Grocery Store,2550.534697460799
FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,2418.3755211736716
FDA39,6.32,Low Fat,0.0,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1831.1609311509058
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1991.7713093338807
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,Medium,Tier 2,Supermarket Type1,1849.0658320926602
FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,1904.6383167299612
FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,2007,Medium,Tier 2,Supermarket Type1,2088.9997078048277
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2425.115466736845
NCO07,12.857645184135976,Low Fat,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,2466.914008098749
FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,OUT013,1987,High,Tier 3,Supermarket Type1,2381.442735527637
DRF27,12.857645184135976,Low Fat,0.049754975,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,1978.149382107015
FDS49,9.0,Low Fat,0.0,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1991.5977032592027
FDX25,12.857645184135976,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3441.809487756134
NCX42,12.857645184135976,Low Fat,0.005949644,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,3295.435299303989
FDG33,12.857645184135976,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3328.494559007918
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,Medium,Tier 2,Supermarket Type1,2073.726900192305
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2331.459632691535
NCD06,13.0,Low Fat,0.099325278,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,2038.882888146026
DRM47,12.857645184135976,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,3521.9261436268007
FDS46,12.857645184135976,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,1719.085303908751
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,2130.5357441815545
FDX21,12.857645184135976,Low Fat,0.084554569,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2982.812250159889
NCU05,12.857645184135976,Low Fat,0.058451805,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,2967.3542161250575
NCR38,17.25,Low Fat,0.113748685,Household,251.3724,OUT045,2002,Medium,Tier 2,Supermarket Type1,2869.085998425384
NCR18,15.85,Low Fat,0.020603511,Household,42.7112,OUT017,2007,Medium,Tier 2,Supermarket Type1,1912.575329182648
NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,2723.7994943184367
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,OUT017,2007,Medium,Tier 2,Supermarket Type1,2899.40920103361
DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,2706.321656435538
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,2852.488688632724
FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,2522.0192936071235
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,2417.3023223941027
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,2165.5181097224877
FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,OUT017,2007,Medium,Tier 2,Supermarket Type1,3066.3420953768764
DRF15,12.857645184135976,Low Fat,0.058153409,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,1958.799030994556
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,2661.903125264382
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,2070.4543427610106
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,2343.660325844092
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,Medium,Tier 2,Supermarket Type1,2346.4850637236786
FDQ04,12.857645184135976,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,1423.5394145120595
FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,2007,Medium,Tier 2,Supermarket Type1,1952.7956949349298
NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,1999.8897972504976
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,Medium,Tier 2,Supermarket Type1,2287.9684502516984
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,2007,Medium,Tier 2,Supermarket Type1,2263.100006774347
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,2731.7918767737533
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,2078.2295915150557
FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,OUT017,2007,Medium,Tier 2,Supermarket Type1,2600.8410917944743
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,Medium,Tier 2,Supermarket Type1,2709.489926693257
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,Medium,Tier 2,Supermarket Type1,2473.656747388547
NCR54,16.35,Low Fat,0.090486828,Household,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,2554.488931442812
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,2055.1973668145306
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1944.1542032631496
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,OUT017,2007,Medium,Tier 2,Supermarket Type1,1845.1388780642412
FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2598.2061276828877
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,2380.393312625289
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2904.7306449056446
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,2094.6523801723965
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,3077.143568381567
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2089.028220916164
FDH19,12.857645184135976,Low Fat,0.03292824,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,3414.9496097824217
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,2985.2925086458777
FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,2007,Medium,Tier 2,Supermarket Type1,2202.3074463272965
FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4408,OUT010,1998,Medium,Tier 3,Grocery Store,2528.458882299202
FDZ10,12.857645184135976,Low Fat,0.044248175,Snack Foods,126.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3106.637276592419
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,2503.7693441201
NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,2863.5531149616836
NCF07,12.857645184135976,Low Fat,0.031867464,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,3144.532065132988
DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,OUT017,2007,Medium,Tier 2,Supermarket Type1,2422.801659593852
FDJ08,12.857645184135976,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,2354.255837813861
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2217.1829515382
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,Medium,Tier 3,Grocery Store,2065.4486713971532
NCD06,13.0,Low Fat,0.099729888,Household,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,2278.730432518766
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,2886.4645749188026
NCT54,8.695,Low Fat,0.119721451,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,2014.8203129143526
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,2002,Medium,Tier 2,Supermarket Type1,2148.198176471418
FDM25,12.857645184135976,Regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3329.306396068653
FDF20,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,OUT045,2002,Medium,Tier 2,Supermarket Type1,2617.091048944463
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,2742.989857761682
FDV60,12.857645184135976,Regular,0.11679292,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,3479.796230718564
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,2042.5220998791478
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,1938.77801503466
NCM31,6.095,Low Fat,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,2312.0126521701286
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,2007,Medium,Tier 2,Supermarket Type1,2194.8927875071167
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2145.426832353889
FDV13,12.857645184135976,Regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,2888.4462709675936
FDV20,12.857645184135976,Regular,0.104704537,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,1857.7487001256022
NCQ54,17.7,Low Fat,0.012540003,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,2625.750486909861
FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,2542.5357042346773
DRE60,9.395,Low Fat,0.159657596,Soft Drinks,224.972,OUT045,2002,Medium,Tier 2,Supermarket Type1,2697.3090744828683
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,Medium,Tier 2,Supermarket Type1,2908.8778776647023
FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,2002,Medium,Tier 2,Supermarket Type1,2868.9792876630745
FDR04,7.075,Low Fat,0.0,Frozen Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,2433.4582888931336
FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,2116.589909493603
FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,2861.9458263052884
FDD40,20.25,Regular,0.014790559,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,2705.771224241822
FDA01,15.0,Regular,0.054378253,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,2066.665021658975
FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2076.776010919042
FDM50,12.857645184135976,Regular,0.029943463,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,2879.795491221411
FDB29,16.7,Regular,0.052368061,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,2368.8422740723463
FDF46,7.07,Low Fat,0.093861144,Snack Foods,115.5834,OUT045,2002,Medium,Tier 2,Supermarket Type1,2163.3667353306205
FDA33,6.48,Low Fat,0.033968647,Snack Foods,148.0076,OUT045,2002,Medium,Tier 2,Supermarket Type1,2402.409914203597
FDC08,19.0,Regular,0.173154079,Fruits and Vegetables,228.272,OUT010,1998,Medium,Tier 3,Grocery Store,2419.9616199725233
FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,2002,Medium,Tier 2,Supermarket Type1,2387.2616951990753
FDY31,12.857645184135976,Low Fat,0.043351896,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,3229.6980594919446
DRQ35,12.857645184135976,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,3127.4868030407774
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,2760.023217034953
DRD13,15.0,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,2007,Medium,Tier 2,Supermarket Type1,1932.9478068413223
FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,2007,Medium,Tier 2,Supermarket Type1,2584.581614554837
FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2193.4901319800238
NCK19,9.8,Low Fat,0.151420934,Others,194.3478,OUT010,1998,Medium,Tier 3,Grocery Store,2096.8934439769814
FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,2625.313960880005
FDZ35,9.6,Regular,0.022323658,Breads,101.299,OUT045,2002,Medium,Tier 2,Supermarket Type1,2214.666186517035
NCW17,12.857645184135976,Low Fat,0.019292355,Health and Hygiene,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3218.8568597055323
FDV59,13.35,Low Fat,0.048124443,Breads,216.7166,OUT045,2002,Medium,Tier 2,Supermarket Type1,2803.2884192411425
DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,2101.548723172247
FDN60,12.857645184135976,Low Fat,0.094697274,Baking Goods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,3201.749465122493
FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,OUT045,2002,Medium,Tier 2,Supermarket Type1,3013.2113126554977
FDN58,12.857645184135976,Regular,0.056596985,Snack Foods,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,3601.097022420391
FDC41,12.857645184135976,Low Fat,0.2047,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,1688.57103051478
FDO01,12.857645184135976,Regular,0.020618324,Breakfast,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3153.4996993211885
NCO43,5.5,Low Fat,0.04709821,Others,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,2031.9191192565988
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,OUT045,2002,Medium,Tier 2,Supermarket Type1,2750.2250696677606
FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,2007,Medium,Tier 2,Supermarket Type1,2345.51806684205
FDM01,7.895,Regular,0.095102092,Breakfast,104.4332,OUT017,2007,Medium,Tier 2,Supermarket Type1,2068.466989775682
FDY49,12.857645184135976,Regular,0.011953902,Canned,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,3279.413869196045
FDR24,17.35,Regular,0.062799379,Baking Goods,88.183,OUT013,1987,High,Tier 3,Supermarket Type1,2162.510287419353
NCY18,7.285,Low Fat,0.031125709,Household,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,2508.4114711886978
NCY30,20.25,Low Fat,0.026005891,Household,180.9976,OUT045,2002,Medium,Tier 2,Supermarket Type1,2613.9296004703097
FDJ22,12.857645184135976,Low Fat,0.09246392,Snack Foods,190.9504,OUT019,1985,Small,Tier 1,Grocery Store,2199.413427391894
DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,1981.1334124886107
FDL27,6.17,Low Fat,0.010647477,Meat,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1,1832.4425141802142
NCO30,19.5,Low Fat,0.015749341,Household,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,2545.8322275498754
NCB07,19.2,Low Fat,0.077628053,Household,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,2643.7654357998053
FDX25,16.7,Low Fat,0.0,Canned,181.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2976.070227863052
FDP59,20.85,Regular,0.056695731,Breads,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,2645.3487397478407
FDR59,14.5,Regular,0.063993068,Breads,260.4594,OUT045,2002,Medium,Tier 2,Supermarket Type1,3093.328963355964
FDT27,11.395,Regular,0.069529262,Meat,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,2873.606138856161
DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,2479.8894431029257
FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1878.706363367785
FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,2363.6957823289754
FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,2311.1594796206086
FDN39,12.857645184135976,Regular,0.065203103,Meat,166.0816,OUT027,1985,Medium,Tier 3,Supermarket Type3,3303.2902092277486
FDH40,11.6,Regular,0.078929571,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,2061.990699327047
FDJ56,12.857645184135976,Low Fat,0.182514881,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2864.9905358571737
DRN47,12.1,Low Fat,0.016895293,Hard Drinks,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,2966.9300746392937
NCO17,10.0,Low Fat,0.073379745,Health and Hygiene,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,2337.1492405402064
FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.896,OUT045,2002,Medium,Tier 2,Supermarket Type1,2063.9003981234514
FDT22,10.395,Low Fat,0.112271498,Snack Foods,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,1931.0611887679152
FDX26,12.857645184135976,Low Fat,0.153741385,Dairy,182.6292,OUT019,1985,Small,Tier 1,Grocery Store,2220.063278678249
FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,OUT013,1987,High,Tier 3,Supermarket Type1,2602.388601749133
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,2901.5575785448336
FDS15,9.195,Regular,0.078502143,Meat,108.7596,OUT017,2007,Medium,Tier 2,Supermarket Type1,2157.504320562544
FDL51,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,2009,Medium,Tier 3,Supermarket Type2,3173.9096723839066
FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,OUT017,2007,Medium,Tier 2,Supermarket Type1,2144.3513892915626
FDZ07,12.857645184135976,Regular,0.0,Fruits and Vegetables,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2831.634265782075
NCW53,12.857645184135976,Low Fat,0.053392944,Health and Hygiene,193.8162,OUT019,1985,Small,Tier 1,Grocery Store,2310.8008431409953
NCA54,16.5,Low Fat,0.036715907,Household,180.0318,OUT045,2002,Medium,Tier 2,Supermarket Type1,2722.8925351236035
FDX09,9.0,Low Fat,0.065236932,Snack Foods,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,2576.3082000868167
FDO51,6.785,Regular,0.041947547,Meat,41.2112,OUT013,1987,High,Tier 3,Supermarket Type1,1985.1868231009246
FDW49,19.5,Low Fat,0.082888496,Canned,178.6002,OUT018,2009,Medium,Tier 3,Supermarket Type2,2905.168946968956
FDB27,7.575,Low Fat,0.055390121,Dairy,195.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,2654.224590437654
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,1987,High,Tier 3,Supermarket Type1,2039.522082459068
FDV02,16.75,Low Fat,0.060495243,Dairy,169.8106,OUT013,1987,High,Tier 3,Supermarket Type1,2721.489613157414
FDY28,7.47,Regular,0.0,Frozen Foods,214.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,2641.645137171588
FDX31,12.857645184135976,Regular,0.014753811,Fruits and Vegetables,231.7958,OUT027,1985,Medium,Tier 3,Supermarket Type3,3613.000798966898
FDR43,12.857645184135976,Low Fat,0.160707489,Fruits and Vegetables,38.019,OUT027,1985,Medium,Tier 3,Supermarket Type3,2590.366295705838
FDP51,13.85,Regular,0.085622362,Meat,119.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,2442.8391610552153
FDL52,6.635,Regular,0.046350909,Frozen Foods,37.4506,OUT017,2007,Medium,Tier 2,Supermarket Type1,1748.3671437655391
FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,1997,Small,Tier 1,Supermarket Type1,2161.3929440757042
FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,2142.3281124180967
FDC50,15.85,Low Fat,0.0,Canned,96.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,2227.8874780621727
FDT57,15.2,Low Fat,0.031860325,Snack Foods,235.1248,OUT010,1998,Medium,Tier 3,Grocery Store,2661.787504637271
